id;name;path;url;createdOn;environmentsCount;environments;;;;;;;;;;;;;;;;;;;
2739;Cloud Run-wms-front-labeling-angular19-CD;\GCP\Proyecto WMS\Equipo Recepción de Mercancía;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2739;2025-12-29T21:57:26.673Z;5;QA/Producción/Staging/Develop/SCM Inspection;;;;;;;;;;;;;;;;;;;
2740;ps-wm-ol-workgroupsmanagement-springboot-java21-GCP-CID;\WMS\Concentracion y Dosificacion;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2740;2025-12-30T16:31:21.65Z;6;Develop/QA/Staging/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2742;dag-fl-wm-labelingtype_CD;\GCP\Proyecto WMS\Integración y Plataformas Entradas;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2742;2026-01-06T23:02:27.537Z;5;Develop/QA/Staging/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2743;pipeline-central-regitry-Java21-K8s-Rancher-CD;\CSC;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2743;2026-01-07T00:50:32.53Z;4;Develop/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2744;ds-wm-ol-workgroupselector-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo Salida de Mercancía;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2744;2026-01-07T20:54:40.937Z;6;Develop/QA/Staging/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2745;ps-wm-ol-taskManagement-springboot-java21-GKE-CD-;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2745;2026-01-08T17:09:57.627Z;6;Develop/QA/Production/Staging/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2746;Cloud Run-front-wm-eqmg-equipmentmanagement-angular20-CD;\GCP\Proyecto WMS\Equipo Almacenamiento y Reabastecimiento;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2746;2026-01-08T18:22:37.68Z;5;Producción/Develop/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2747;ps-wm-ol-workgroupselector-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2747;2026-01-08T20:47:36.943Z;6;Develop/QA/Staging/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2748;cds-oms-businessunit-address-daily-dag-CD;\GCP\Proyecto CSC\Equipo CSC;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2748;2026-01-08T20:49:25.93Z;5;Develop/QA/Staging/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2749;web023-monitorequipos-codigoseguro-php-CD;\GCP\Proyecto OMS\Equipo Visibilidad del Inventario;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2749;2026-01-09T01:17:44.493Z;3;Develop/QA/Production;;;;;;;;;;;;;;;;;;;
2750;debug-pda018-capturasurtidotienda-php8-regionalizado-CD - Copy;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2750;2026-01-09T06:16:14.103Z;3;Control Produccion/23 - Tlaquepaque/SCM Inspection;;;;;;;;;;;;;;;;;;;
2751;tms-composer-di-itemsnotsuitableforstamping-depuratetms-composer-di-demandconsolidation-CD;\GCP\Proyecto CMANAGER\Equipo Media Milla;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2751;2026-01-09T18:13:06.35Z;5;Develop/QA/Staging/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2752;pipeline-central-regitry-GCP-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2752;2026-01-09T20:36:27.797Z;6;Develop/QA/Staging/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2753;ds-wm-ol-taskManagement-springboot-java21-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2753;2026-01-09T23:01:38.603Z;6;Develop/QA/Staging/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2755;Cloud Run Test-front-appointments-CD;\GCP\Proyecto CMANAGER\Equipo Media Milla II (TMS);https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2755;2026-01-13T15:49:17.79Z;5;Develop/QA/Staging/Producción/SCM Inspection;;;;;;;;;;;;;;;;;;;
2756;legacy-csc-menusormwebbackend-aws-cd;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2756;2026-01-15T00:52:44.427Z;4;Dev/QA/Stage/SCM Inspection;;;;;;;;;;;;;;;;;;;
2757;legacy-csc-funcionesgeneralesmenusormbackend-aws-php8-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2757;2026-01-16T16:06:49.177Z;4;Dev/QA/Stage/SCM Inspection;;;;;;;;;;;;;;;;;;;
2758;csc-sys-catalogospolizas-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2758;2026-01-16T16:10:38.15Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2759;legacy-csc-menusormwebfrontend-aws-angular19-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2759;2026-01-16T16:14:18.223Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2760;legacy-erp-configuracioncatalogossap-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2760;2026-01-16T16:17:06.787Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2761;legacy-csc-administradormenusormbackend-aws-php8-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2761;2026-01-16T16:18:21.56Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2762;csc-exp-ajustepolizas-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2762;2026-01-16T16:21:17.573Z;4;Dev/Staging/QA/SCM Inspection;;;;;;;;;;;;;;;;;;;
2763;legacy-csc-administradormenusormfrontend-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2763;2026-01-16T16:23:37.6Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2764;csc-sys-usuariospolizas-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2764;2026-01-16T16:25:36.44Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2765;csc-proc-ajustepolizas-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2765;2026-01-16T16:28:13Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2766;legacy-csc-transmisioninformacion-frontend-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2766;2026-01-16T16:30:05.53Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2767;legacy-erp-configuracionusuariossap-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2767;2026-01-16T16:30:54.907Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2768;csc-sys-ajustepolizas-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2768;2026-01-16T16:34:25.393Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2769;legacy-erp-ajustedepolizasfront-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2769;2026-01-16T16:37:26.56Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2770;legacy-csc-configuracioncalendariodeinventarios-backend-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2770;2026-01-16T16:41:05.79Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2771;legacy-csc-TransmisionCentralBodegas-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2771;2026-01-16T16:45:18.347Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2772;legacy-csc-transmisioncentraltienda-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2772;2026-01-16T16:48:02.003Z;4;Dev/QA/Stage/SCM Inspection;;;;;;;;;;;;;;;;;;;
2773;legacy-csc-transmisionauditores-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2773;2026-01-16T16:49:58.723Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2774;legacy-csc-transmisiontienda-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2774;2026-01-16T16:57:43.893Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2775;legacy-csc-transmisioncedis-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2775;2026-01-16T17:08:00.32Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2776;legacy-csc-inventariosgenerales-front-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2776;2026-01-16T17:12:28.637Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2777;legacy-csc-diarioventasmanual-backend-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2777;2026-01-16T17:13:59.09Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2778;legacy-csc-igmcifrasgenerales-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2778;2026-01-16T17:17:52.08Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2779;legacy-csc-menucentralropaweb-frontend-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2779;2026-01-16T17:19:01.93Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2780;legacy-csc-igmreplicarinformacion-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2780;2026-01-16T17:25:43.347Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2781;legacy-csc-igmfechasreplicas-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2781;2026-01-16T17:30:05.523Z;4;Dev/QA/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2782;legacy-csc-igmfechasmovimientos-aws-CD;\;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2782;2026-01-16T17:30:31.41Z;4;Dev/QA/Stage/SCM Inspection;;;;;;;;;;;;;;;;;;;
2783;cj-om-orful-orderallocationandexecution-dag-CD;\GCP\Proyecto CSC\Equipo CSC;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2783;2026-01-19T22:39:32.25Z;5;Develop/QA/Staging/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2784;APKBR004-CapturaInventarioFisico-AirWatch-cd;\WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2784;2026-01-19T23:41:53.207Z;3;Sign APK/Send APK to airwatch/SCM Inspection;;;;;;;;;;;;;;;;;;;
2785;com-cap-of-inventorysource-Springboot-Java-21-GKE-OMS-CD-v2;\Release templates\Validación de pruebas\OMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2785;2026-01-20T19:03:11.227Z;8;Develop/QA/Production/Staging/Automated Test Dev/Automated Test QA/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2794;di-inventoryabsoluteby-springboot-java17-GKE-WMS-OMS-CD-v2;\Release templates\Validación de pruebas\OMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2794;2026-01-20T23:54:10.803Z;8;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2795;mm-sys-cm-product-category-springboot-java17-GKE-OMS-CD-v2;\Release templates\Validación de pruebas\OMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2795;2026-01-21T00:01:52.667Z;6;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production;;;;;;;;;;;;;;;;;;;
2796;proc-orderbilling-springboot-java17-GKE-OMS-CD-v2;\Release templates\Validación de pruebas\OMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2796;2026-01-21T00:01:59.043Z;6;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production;;;;;;;;;;;;;;;;;;;
2797;com-cap-invoiceletter-springboot-java17-GKE-OMS-CD-v2;\Release templates\Validación de pruebas\OMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2797;2026-01-21T00:02:04.137Z;6;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production;;;;;;;;;;;;;;;;;;;
2798;cm-cap-promisedeliverydate-Springboot-Java21-GKE-OMS-CD-v2;\Release templates\Validación de pruebas\OMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2798;2026-01-21T00:02:09.623Z;7;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2799;com-cap-softreservation-deprecated-Springboot-Java-21-GKE-OMS-CD-v2;\Release templates\Validación de pruebas\OMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2799;2026-01-21T00:02:14.863Z;7;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2800;com-sys-order-springboot-java17-GKE-VDI-OMS-CD-v2;\Release templates\Validación de pruebas\OMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2800;2026-01-21T00:02:19.82Z;6;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production;;;;;;;;;;;;;;;;;;;
2801;di-oms-legacyordersupdate-springboot-java17-GKE-CSC-OMS-CD-v2;\Release templates\Validación de pruebas\OMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2801;2026-01-21T00:02:24.837Z;6;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production;;;;;;;;;;;;;;;;;;;
2802;di-proc-agentereplica-springboot-java17-GKE-WMS-CD-v2;\Release templates\Validación de pruebas\OMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2802;2026-01-21T00:02:29.59Z;6;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production;;;;;;;;;;;;;;;;;;;
2803;integrator-wsventasmoto-springboot-java17-GKE-OMS-CD-v2;\Release templates\Validación de pruebas\OMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2803;2026-01-21T00:02:36.223Z;6;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production;;;;;;;;;;;;;;;;;;;
2804;inventory-update-icr-springboot-java17-GKE-VDI-CSC-CD-v2;\Release templates\Validación de pruebas\OMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2804;2026-01-21T00:02:40.977Z;6;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production;;;;;;;;;;;;;;;;;;;
2805;proc-vehicledelivery-springboot-java-GKE-OMS-CD-v2;\Release templates\Validación de pruebas\OMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2805;2026-01-21T00:02:45.747Z;7;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2806;oms-com-order-springboot-java17-GKE-TMS-OMS-CD-v2;\Release templates\Validación de pruebas\OMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2806;2026-01-21T00:02:50.56Z;6;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production;;;;;;;;;;;;;;;;;;;
2807;oms-core-orderscreate-Springboot-Java17-GKE-OMS-CD-v2;\Release templates\Validación de pruebas\OMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2807;2026-01-21T00:02:55.533Z;8;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2808;oms-core-ordersupdate-springboot-Java21-GKE-OMS-CD-v2;\Release templates\Validación de pruebas\OMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2808;2026-01-21T00:03:00.5Z;8;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2809;wm-vendortomanhattan-java21-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2809;2026-01-22T16:23:55.8Z;4;Develop/QA/Staging/Production;;;;;;;;;;;;;;;;;;;
2810;legacy-oms-front-utileriacdc-angular-17045-cd-v2;\Release templates\Validación de pruebas\OMS\On-Premise;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2810;2026-01-22T23:16:34.6Z;4;Desarrollo/QA/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2811;ps-wm-slm-lpn-springboot-java21-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2811;2026-01-23T16:30:07.753Z;6;Develop/QA/Staging/Validador/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2812;ds-wm-slm-lpn-springboot-java21-GCP-GKE-WMS-CD;\GCP\Proyecto WMS\Equipo WMS;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2812;2026-01-23T18:59:42.623Z;6;Develop/QA/Validador/Production/Staging/SCM Inspection;;;;;;;;;;;;;;;;;;;
2823;proc-carriermanagement-springboot-java17-GKE-TMS-CMANAGER-CD-v2;\Release templates\Validación de pruebas\TMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2823;2026-01-23T20:53:13.593Z;7;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2824;sys-carrierhub-Springboot-Java17-GKE-TMS-CMANAGER-CD-v2;\Release templates\Validación de pruebas\TMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2824;2026-01-23T20:53:18.587Z;8;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2825;sys-carriermanager-Springboot-Java17-GKE-TMS-CMANAGER-CD-v2;\Release templates\Validación de pruebas\TMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2825;2026-01-23T20:53:23.67Z;6;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production;;;;;;;;;;;;;;;;;;;
2826;sys-envioclick-Springboot-Java17-GKE-TMS-CMANAGER-CD-v2;\Release templates\Validación de pruebas\TMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2826;2026-01-23T20:53:28.543Z;8;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2827;sys-fedex-springboot-java17-GKE-TMS-CMANAGER-CI-v2;\Release templates\Validación de pruebas\TMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2827;2026-01-23T20:53:33.56Z;6;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production;;;;;;;;;;;;;;;;;;;
2828;tms-apiux-carriermanager-springboot-java17-GKE-TMS-CMANAGER-CD-v2;\Release templates\Validación de pruebas\TMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2828;2026-01-23T20:53:39.057Z;6;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production;;;;;;;;;;;;;;;;;;;
2829;tms-carrier-booking-springboot-java17-GKE-TMS-CMANAGER-CD-v2;\Release templates\Validación de pruebas\TMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2829;2026-01-23T20:53:44.11Z;8;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2830;tms-carrier-quotation-springboot-java17-GKE-TMS-CMANAGER-CD-v2;\Release templates\Validación de pruebas\TMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2830;2026-01-23T20:53:48.903Z;8;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2831;tms-carrier-tracking-springboot-java17-GKE-TMS-CMANAGER-CI-v2;\Release templates\Validación de pruebas\TMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2831;2026-01-23T20:53:53.763Z;6;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production;;;;;;;;;;;;;;;;;;;
2832;tms-com-sepomexscheduler-springboot-java17-GKE-TMS-CMANAGER-CD-v2;\Release templates\Validación de pruebas\TMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2832;2026-01-23T20:53:58.54Z;7;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production/SCM Inspection;;;;;;;;;;;;;;;;;;;
2833;tms-proc-carrierselector-springboot-java17-GKE-TMS-CMANAGER-CD-v2;\Release templates\Validación de pruebas\TMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2833;2026-01-23T20:54:03.53Z;6;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production;;;;;;;;;;;;;;;;;;;
2834;tms-cap-manifestmanagement-springboot-java17-GKE-TMS-CMANAGER-CD-v2;\Release templates\Validación de pruebas\TMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2834;2026-01-23T20:54:13.92Z;8;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production/Validador/SCM Inspection;;;;;;;;;;;;;;;;;;;
2835;tms-proc-loads-springboot-java17-GKE-MM-CMANAGER-CD-v2;\Release templates\Validación de pruebas\TMS\Cloud\GKE;https://vsrm.dev.azure.com/Coppel-Retail/8037bb73-6c0e-47ab-b38b-11377c9aecce/_apis/Release/definitions/2835;2026-01-23T20:54:19.32Z;6;Develop/Automated Test Dev/QA/Automated Test QA/Staging/Production;;;;;;;;;;;;;;;;;;;
